vaccine,activity_type,country_code,country,year,age_first,age_last,target,coverage,gender,proportion_risk
HPV,routine,CHL,Chile,2010,14,14,<NA>,0,female,1
HPV,routine,CHL,Chile,2011,14,14,<NA>,0,female,1
HPV,routine,CHL,Chile,2012,14,14,<NA>,0,female,1
HPV,routine,CHL,Chile,2013,14,14,<NA>,0,female,1
HPV,routine,CHL,Chile,2014,14,14,<NA>,0,female,1
HPV,routine,CHL,Chile,2015,14,14,<NA>,0,female,1
HPV,routine,CHL,Chile,2016,14,14,<NA>,0,female,1
HPV,routine,CHL,Chile,2017,14,14,<NA>,0,female,1
HPV,routine,CHL,Chile,2018,14,14,<NA>,0,female,1
HPV,routine,CHL,Chile,2019,14,14,<NA>,0,female,1
HPV,routine,CHL,Chile,2020,14,14,<NA>,0.75,female,1
HPV,routine,CHL,Chile,2021,14,14,<NA>,0.79,female,1
HPV,routine,CHL,Chile,2022,14,14,<NA>,0.73,female,1
HPV,routine,CHL,Chile,2023,14,14,<NA>,0.81,female,1
HPV,routine,CHL,Chile,2024,14,14,<NA>,0.89,female,1
HPV,routine,COL,Colombia,2006,14,14,<NA>,0,female,1
HPV,routine,COL,Colombia,2007,14,14,<NA>,0,female,1
HPV,routine,COL,Colombia,2008,14,14,<NA>,0,female,1
HPV,routine,COL,Colombia,2009,14,14,<NA>,0,female,1
HPV,routine,COL,Colombia,2010,14,14,<NA>,0,female,1
HPV,routine,COL,Colombia,2011,14,14,<NA>,0,female,1
HPV,routine,COL,Colombia,2012,14,14,<NA>,0,female,1
HPV,routine,COL,Colombia,2013,14,14,<NA>,0,female,1
HPV,routine,COL,Colombia,2014,14,14,<NA>,0.61,female,1
HPV,routine,COL,Colombia,2015,14,14,<NA>,0.8,female,1
HPV,routine,COL,Colombia,2016,14,14,<NA>,0.83,female,1
HPV,routine,COL,Colombia,2017,14,14,<NA>,0.87,female,1
HPV,routine,COL,Colombia,2018,14,14,<NA>,0.84,female,1
HPV,routine,COL,Colombia,2019,14,14,<NA>,0.58,female,1
HPV,routine,COL,Colombia,2020,14,14,<NA>,0.36,female,1
HPV,routine,COL,Colombia,2021,14,14,<NA>,0.26,female,1
HPV,routine,COL,Colombia,2022,14,14,<NA>,0.23,female,1
HPV,routine,COL,Colombia,2023,14,14,<NA>,0.33,female,1
HPV,routine,COL,Colombia,2024,14,14,<NA>,0.63,female,1
HPV,routine,COK,Cook Islands,2006,14,14,<NA>,0,female,1
HPV,routine,COK,Cook Islands,2007,14,14,<NA>,0,female,1
HPV,routine,COK,Cook Islands,2008,14,14,<NA>,0,female,1
HPV,routine,COK,Cook Islands,2009,14,14,<NA>,0,female,1
HPV,routine,COK,Cook Islands,2010,14,14,<NA>,0,female,1
HPV,routine,COK,Cook Islands,2011,14,14,<NA>,0,female,1
HPV,routine,COK,Cook Islands,2012,14,14,<NA>,0,female,1
HPV,routine,COK,Cook Islands,2013,14,14,<NA>,0,female,1
HPV,routine,COK,Cook Islands,2014,14,14,<NA>,0,female,1
HPV,routine,COK,Cook Islands,2015,14,14,<NA>,0,female,1
HPV,routine,COK,Cook Islands,2016,14,14,<NA>,0.74,female,1
HPV,routine,COK,Cook Islands,2017,14,14,<NA>,0.61,female,1
HPV,routine,COK,Cook Islands,2018,14,14,<NA>,0.48,female,1
HPV,routine,COK,Cook Islands,2019,14,14,<NA>,0.99,female,1
HPV,routine,COK,Cook Islands,2020,14,14,<NA>,0.83,female,1
HPV,routine,COK,Cook Islands,2021,14,14,<NA>,0.41,female,1
HPV,routine,COK,Cook Islands,2022,14,14,<NA>,0.69,female,1
HPV,routine,COK,Cook Islands,2023,14,14,<NA>,0.7,female,1
HPV,routine,COK,Cook Islands,2024,14,14,<NA>,0.73,female,1
HPV,routine,CRI,Costa Rica,2006,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2007,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2008,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2009,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2010,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2011,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2012,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2013,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2014,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2015,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2016,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2017,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2018,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2019,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2020,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2021,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2022,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2023,14,14,<NA>,0,female,1
HPV,routine,CRI,Costa Rica,2024,14,14,<NA>,0.84,female,1
HPV,routine,HRV,Croatia,2006,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2007,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2008,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2009,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2010,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2011,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2012,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2013,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2014,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2015,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2016,14,14,<NA>,0,female,1
HPV,routine,HRV,Croatia,2017,14,14,<NA>,0.03,female,1
HPV,routine,HRV,Croatia,2018,14,14,<NA>,0.07,female,1
HPV,routine,HRV,Croatia,2019,14,14,<NA>,0.16,female,1
HPV,routine,HRV,Croatia,2020,14,14,<NA>,0.25,female,1
HPV,routine,HRV,Croatia,2021,14,14,<NA>,0.2,female,1
HPV,routine,HRV,Croatia,2022,14,14,<NA>,0.47,female,1
HPV,routine,HRV,Croatia,2023,14,14,<NA>,0.48,female,1
HPV,routine,HRV,Croatia,2024,14,14,<NA>,0.53,female,1
HPV,routine,CYP,Cyprus,2006,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2007,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2008,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2009,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2010,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2011,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2012,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2013,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2014,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2015,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2016,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2017,14,14,<NA>,0,female,1
HPV,routine,CYP,Cyprus,2018,14,14,<NA>,0.54,female,1
HPV,routine,CYP,Cyprus,2019,14,14,<NA>,0.59,female,1
HPV,routine,CYP,Cyprus,2020,14,14,<NA>,0.64,female,1
HPV,routine,CYP,Cyprus,2021,14,14,<NA>,0.64,female,1
HPV,routine,CYP,Cyprus,2022,14,14,<NA>,0.64,female,1
HPV,routine,CYP,Cyprus,2023,14,14,<NA>,0.67,female,1
HPV,routine,CYP,Cyprus,2024,14,14,<NA>,0.67,female,1
HPV,routine,CZE,Czechia,2006,14,14,<NA>,0,female,1
HPV,routine,CZE,Czechia,2007,14,14,<NA>,0,female,1
HPV,routine,CZE,Czechia,2008,14,14,<NA>,0,female,1
HPV,routine,CZE,Czechia,2009,14,14,<NA>,0,female,1
HPV,routine,CZE,Czechia,2010,14,14,<NA>,0,female,1
HPV,routine,CZE,Czechia,2011,14,14,<NA>,0,female,1
HPV,routine,CZE,Czechia,2012,14,14,<NA>,0,female,1
HPV,routine,CZE,Czechia,2013,14,14,<NA>,0,female,1
HPV,routine,CZE,Czechia,2014,14,14,<NA>,0.73,female,1
HPV,routine,CZE,Czechia,2015,14,14,<NA>,0.73,female,1
HPV,routine,CZE,Czechia,2016,14,14,<NA>,0.69,female,1
HPV,routine,CZE,Czechia,2017,14,14,<NA>,0.66,female,1
HPV,routine,CZE,Czechia,2018,14,14,<NA>,0.62,female,1
HPV,routine,CZE,Czechia,2019,14,14,<NA>,0.64,female,1
HPV,routine,CZE,Czechia,2020,14,14,<NA>,0.64,female,1
HPV,routine,CZE,Czechia,2021,14,14,<NA>,0.66,female,1
HPV,routine,CZE,Czechia,2022,14,14,<NA>,0.69,female,1
HPV,routine,CZE,Czechia,2023,14,14,<NA>,0.69,female,1
HPV,routine,CZE,Czechia,2024,14,14,<NA>,0.69,female,1
HPV,routine,DNK,Denmark,2006,14,14,<NA>,0,female,1
HPV,routine,DNK,Denmark,2007,14,14,<NA>,0,female,1
HPV,routine,DNK,Denmark,2008,14,14,<NA>,0,female,1
HPV,routine,DNK,Denmark,2009,14,14,<NA>,0,female,1
HPV,routine,DNK,Denmark,2010,14,14,<NA>,0.7,female,1
HPV,routine,DNK,Denmark,2011,14,14,<NA>,0.73,female,1
HPV,routine,DNK,Denmark,2012,14,14,<NA>,0.73,female,1
HPV,routine,DNK,Denmark,2013,14,14,<NA>,0.77,female,1
HPV,routine,DNK,Denmark,2014,14,14,<NA>,0.79,female,1
HPV,routine,DNK,Denmark,2015,14,14,<NA>,0.8,female,1
HPV,routine,DNK,Denmark,2016,14,14,<NA>,0.8,female,1
HPV,routine,DNK,Denmark,2017,14,14,<NA>,0.76,female,1
HPV,routine,DNK,Denmark,2018,14,14,<NA>,0.73,female,1
HPV,routine,DNK,Denmark,2019,14,14,<NA>,0.75,female,1
HPV,routine,DNK,Denmark,2020,14,14,<NA>,0.81,female,1
HPV,routine,DNK,Denmark,2021,14,14,<NA>,0.82,female,1
HPV,routine,DNK,Denmark,2022,14,14,<NA>,0.82,female,1
HPV,routine,DNK,Denmark,2023,14,14,<NA>,0.83,female,1
HPV,routine,DNK,Denmark,2024,14,14,<NA>,0.82,female,1
HPV,routine,DMA,Dominica,2006,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2007,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2008,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2009,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2010,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2011,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2012,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2013,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2014,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2015,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2016,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2017,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2018,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2019,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2020,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2021,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2022,14,14,<NA>,0,female,1
HPV,routine,DMA,Dominica,2023,14,14,<NA>,0.74,female,1
HPV,routine,DMA,Dominica,2024,14,14,<NA>,0.75,female,1
HPV,routine,DOM,Dominican Republic,2006,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2007,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2008,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2009,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2010,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2011,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2012,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2013,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2014,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2015,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2016,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2017,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2018,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2019,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2020,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2021,14,14,<NA>,0,female,1
HPV,routine,DOM,Dominican Republic,2022,14,14,<NA>,0.4,female,1
HPV,routine,DOM,Dominican Republic,2023,14,14,<NA>,0.51,female,1
HPV,routine,DOM,Dominican Republic,2024,14,14,<NA>,0.8,female,1
HPV,routine,ECU,Ecuador,2006,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2007,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2008,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2009,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2010,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2011,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2012,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2013,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2014,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2015,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2016,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2017,14,14,<NA>,0,female,1
HPV,routine,ECU,Ecuador,2018,14,14,<NA>,0.81,female,1
HPV,routine,ECU,Ecuador,2019,14,14,<NA>,0.82,female,1
HPV,routine,ECU,Ecuador,2020,14,14,<NA>,0.78,female,1
HPV,routine,ECU,Ecuador,2021,14,14,<NA>,0.99,female,1
HPV,routine,ECU,Ecuador,2022,14,14,<NA>,0.95,female,1
HPV,routine,ECU,Ecuador,2023,14,14,<NA>,0.86,female,1
HPV,routine,ECU,Ecuador,2024,14,14,<NA>,0.72,female,1
HPV,routine,ERI,Eritrea,2006,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2007,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2008,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2009,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2010,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2011,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2012,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2013,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2014,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2015,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2016,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2017,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2018,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2019,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2020,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2021,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2022,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2023,14,14,<NA>,0,female,1
HPV,routine,ERI,Eritrea,2024,14,14,<NA>,0.99,female,1
HPV,routine,EST,Estonia,2006,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2007,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2008,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2009,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2010,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2011,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2012,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2013,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2014,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2015,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2016,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2017,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2018,14,14,<NA>,0,female,1
HPV,routine,EST,Estonia,2019,14,14,<NA>,0.48,female,1
HPV,routine,EST,Estonia,2020,14,14,<NA>,0.59,female,1
HPV,routine,EST,Estonia,2021,14,14,<NA>,0.6,female,1
HPV,routine,EST,Estonia,2022,14,14,<NA>,0.59,female,1
HPV,routine,EST,Estonia,2023,14,14,<NA>,0.42,female,1
HPV,routine,EST,Estonia,2024,14,14,<NA>,0.63,female,1
HPV,routine,SWZ,Eswatini,2006,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2007,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2008,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2009,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2010,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2011,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2012,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2013,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2014,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2015,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2016,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2017,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2018,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2019,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2020,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2021,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2022,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2023,14,14,<NA>,0,female,1
HPV,routine,SWZ,Eswatini,2024,14,14,<NA>,0.42,female,1
HPV,routine,ETH,Ethiopia,2006,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2007,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2008,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2009,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2010,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2011,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2012,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2013,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2014,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2015,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2016,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2017,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2018,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2019,14,14,<NA>,0,female,1
HPV,routine,ETH,Ethiopia,2020,14,14,<NA>,0.24,female,1
HPV,routine,ETH,Ethiopia,2021,14,14,<NA>,0.22,female,1
HPV,routine,ETH,Ethiopia,2022,14,14,<NA>,0.25,female,1
HPV,routine,ETH,Ethiopia,2023,14,14,<NA>,0.29,female,1
HPV,routine,ETH,Ethiopia,2024,14,14,<NA>,0.29,female,1
HPV,routine,FJI,Fiji,2006,14,14,<NA>,0,female,1
HPV,routine,FJI,Fiji,2007,14,14,<NA>,0,female,1
HPV,routine,FJI,Fiji,2008,14,14,<NA>,0,female,1
HPV,routine,FJI,Fiji,2009,14,14,<NA>,0,female,1
HPV,routine,FJI,Fiji,2010,14,14,<NA>,0,female,1
HPV,routine,FJI,Fiji,2011,14,14,<NA>,0,female,1
HPV,routine,FJI,Fiji,2012,14,14,<NA>,0,female,1
HPV,routine,FJI,Fiji,2013,14,14,<NA>,0,female,1
HPV,routine,FJI,Fiji,2014,14,14,<NA>,0,female,1
HPV,routine,FJI,Fiji,2015,14,14,<NA>,0.55,female,1
HPV,routine,FJI,Fiji,2016,14,14,<NA>,0.83,female,1
HPV,routine,FJI,Fiji,2017,14,14,<NA>,0.62,female,1
HPV,routine,FJI,Fiji,2018,14,14,<NA>,0.48,female,1
HPV,routine,FJI,Fiji,2019,14,14,<NA>,0.52,female,1
HPV,routine,FJI,Fiji,2020,14,14,<NA>,0.46,female,1
HPV,routine,FJI,Fiji,2021,14,14,<NA>,0.53,female,1
HPV,routine,FJI,Fiji,2022,14,14,<NA>,0.53,female,1
HPV,routine,FJI,Fiji,2023,14,14,<NA>,0.53,female,1
HPV,routine,FJI,Fiji,2024,14,14,<NA>,0.53,female,1
HPV,routine,FIN,Finland,2006,14,14,<NA>,0,female,1
HPV,routine,FIN,Finland,2007,14,14,<NA>,0,female,1
HPV,routine,FIN,Finland,2008,14,14,<NA>,0,female,1
HPV,routine,FIN,Finland,2009,14,14,<NA>,0,female,1
HPV,routine,FIN,Finland,2010,14,14,<NA>,0,female,1
HPV,routine,FIN,Finland,2011,14,14,<NA>,0,female,1
HPV,routine,FIN,Finland,2012,14,14,<NA>,0,female,1
HPV,routine,FIN,Finland,2013,14,14,<NA>,0,female,1
HPV,routine,FIN,Finland,2014,14,14,<NA>,0.61,female,1
HPV,routine,FIN,Finland,2015,14,14,<NA>,0.62,female,1
HPV,routine,FIN,Finland,2016,14,14,<NA>,0.61,female,1
HPV,routine,FIN,Finland,2017,14,14,<NA>,0.69,female,1
HPV,routine,FIN,Finland,2018,14,14,<NA>,0.67,female,1
HPV,routine,FIN,Finland,2019,14,14,<NA>,0.67,female,1
HPV,routine,FIN,Finland,2020,14,14,<NA>,0.72,female,1
HPV,routine,FIN,Finland,2021,14,14,<NA>,0.76,female,1
HPV,routine,FIN,Finland,2022,14,14,<NA>,0.78,female,1
HPV,routine,FIN,Finland,2023,14,14,<NA>,0.76,female,1
HPV,routine,FIN,Finland,2024,14,14,<NA>,0.73,female,1
HPV,routine,FRA,France,2006,14,14,<NA>,0,female,1
HPV,routine,FRA,France,2007,14,14,<NA>,0,female,1
HPV,routine,FRA,France,2008,14,14,<NA>,0,female,1
HPV,routine,FRA,France,2009,14,14,<NA>,0,female,1
HPV,routine,FRA,France,2010,14,14,<NA>,0.25,female,1
HPV,routine,FRA,France,2011,14,14,<NA>,0.22,female,1
HPV,routine,FRA,France,2012,14,14,<NA>,0.17,female,1
HPV,routine,FRA,France,2013,14,14,<NA>,0.16,female,1
HPV,routine,FRA,France,2014,14,14,<NA>,0.13,female,1
HPV,routine,FRA,France,2015,14,14,<NA>,0.2,female,1
HPV,routine,FRA,France,2016,14,14,<NA>,0.21,female,1
HPV,routine,FRA,France,2017,14,14,<NA>,0.24,female,1
HPV,routine,FRA,France,2018,14,14,<NA>,0.24,female,1
HPV,routine,FRA,France,2019,14,14,<NA>,0.33,female,1
HPV,routine,FRA,France,2020,14,14,<NA>,0.37,female,1
HPV,routine,FRA,France,2021,14,14,<NA>,0.42,female,1
HPV,routine,FRA,France,2022,14,14,<NA>,0.45,female,1
HPV,routine,FRA,France,2023,14,14,<NA>,0.45,female,1
HPV,routine,FRA,France,2024,14,14,<NA>,0.45,female,1
HPV,routine,GMB,Gambia,2006,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2007,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2008,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2009,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2010,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2011,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2012,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2013,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2014,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2015,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2016,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2017,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2018,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2019,14,14,<NA>,0,female,1
HPV,routine,GMB,Gambia,2020,14,14,<NA>,0.11,female,1
HPV,routine,GMB,Gambia,2021,14,14,<NA>,0.33,female,1
HPV,routine,GMB,Gambia,2022,14,14,<NA>,0.3,female,1
HPV,routine,GMB,Gambia,2023,14,14,<NA>,0.64,female,1
HPV,routine,GMB,Gambia,2024,14,14,<NA>,0.74,female,1
HPV,routine,GEO,Georgia,2006,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2007,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2008,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2009,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2010,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2011,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2012,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2013,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2014,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2015,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2016,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2017,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2018,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2019,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2020,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2021,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2022,14,14,<NA>,0,female,1
HPV,routine,GEO,Georgia,2023,14,14,<NA>,0.37,female,1
HPV,routine,GEO,Georgia,2024,14,14,<NA>,0.37,female,1
HPV,routine,DEU,Germany,2006,14,14,<NA>,0,female,1
HPV,routine,DEU,Germany,2007,14,14,<NA>,0,female,1
HPV,routine,DEU,Germany,2008,14,14,<NA>,0,female,1
HPV,routine,DEU,Germany,2009,14,14,<NA>,0,female,1
HPV,routine,DEU,Germany,2010,14,14,<NA>,0.27,female,1
HPV,routine,DEU,Germany,2011,14,14,<NA>,0.27,female,1
HPV,routine,DEU,Germany,2012,14,14,<NA>,0.27,female,1
HPV,routine,DEU,Germany,2013,14,14,<NA>,0.29,female,1
HPV,routine,DEU,Germany,2014,14,14,<NA>,0.31,female,1
HPV,routine,DEU,Germany,2015,14,14,<NA>,0.33,female,1
HPV,routine,DEU,Germany,2016,14,14,<NA>,0.36,female,1
HPV,routine,DEU,Germany,2017,14,14,<NA>,0.4,female,1
HPV,routine,DEU,Germany,2018,14,14,<NA>,0.43,female,1
HPV,routine,DEU,Germany,2019,14,14,<NA>,0.47,female,1
HPV,routine,DEU,Germany,2020,14,14,<NA>,0.51,female,1
HPV,routine,DEU,Germany,2021,14,14,<NA>,0.53,female,1
HPV,routine,DEU,Germany,2022,14,14,<NA>,0.54,female,1
HPV,routine,DEU,Germany,2023,14,14,<NA>,0.55,female,1
HPV,routine,DEU,Germany,2024,14,14,<NA>,0.55,female,1
HPV,routine,GRC,Greece,2006,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2007,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2008,14,14,<NA>,0,female,1
